age,monthly_income,loan_amount,loan_tenure_months,existing_emis,credit_score,dependents,work_experience_years,emi_to_income_ratio,loan_to_income_ratio,employment_type,employer_type,loan_type,city_tier,residential_status,payment_history,marital_status,gender,eligible
39,40000,450717,48,10000,662,4,10,0.4847,0.939,Salaried,NGO,Vehicle Loan,Tier 3,Company Provided,Clean,Divorced,Female,1
62,40000,1217918,180,10000,755,3,2,0.4192,2.5373,Unemployed,Private MNC,Education Loan,Tier 2,Owned,Clean,Divorced,Male,1
55,90000,2972765,240,0,694,3,3,0.1376,2.7526,Salaried,Government,Home Loan,Tier 3,Owned,Clean,Widowed,Male,1
46,60000,2597631,12,0,748,1,0,3.6078,3.6078,Business Owner,Startup,Personal Loan,Tier 1,Company Provided,Minor Delay,Widowed,Male,0
25,40000,811654,36,0,711,2,21,0.5636,1.6909,Business Owner,Not Applicable,Business Loan,Metro,Parental,Clean,Single,Male,1
49,150000,1861868,48,2000,565,3,7,0.2719,1.0344,Salaried,Private Indian,Business Loan,Metro,Owned,Clean,Divorced,Male,1
57,25000,1046270,120,0,608,0,4,0.3488,3.4876,Business Owner,Not Applicable,Personal Loan,Metro,Parental,Clean,Divorced,Male,0
40,60000,2396002,84,5000,792,3,7,0.5587,3.3278,Salaried,NGO,Education Loan,Metro,Parental,Serious Default,Widowed,Female,0
41,25000,1837226,12,2000,625,3,5,5.0,6.1241,Freelancer,Government,Home Loan,Tier 1,Parental,Minor Delay,Married,Male,0
30,40000,2705844,48,0,768,2,7,1.4093,5.6372,Retired,Public Sector,Home Loan,Metro,Rented,Minor Delay,Divorced,Female,0
25,60000,1645428,84,10000,710,4,9,0.4931,2.2853,Salaried,Startup,Business Loan,Tier 1,Company Provided,Clean,Single,Female,1
56,40000,1024939,36,0,621,0,5,0.7118,2.1353,Business Owner,Public Sector,Home Loan,Tier 1,Company Provided,Clean,Divorced,Female,0
26,15000,2427523,24,10000,759,0,8,5.0,13.4862,Salaried,Startup,Business Loan,Tier 1,Parental,Clean,Widowed,Female,0
46,25000,1619495,24,5000,661,4,19,2.8992,5.3983,Salaried,Private Indian,Vehicle Loan,Tier 1,Owned,Clean,Divorced,Female,0
24,40000,1193835,48,10000,712,2,0,0.8718,2.4872,Salaried,Private MNC,Education Loan,Tier 1,Rented,Clean,Single,Female,0
59,60000,1223027,12,0,683,3,2,1.6986,1.6986,Salaried,Private Indian,Home Loan,Tier 1,Rented,Clean,Married,Female,0
59,25000,490691,24,10000,483,4,10,1.2178,1.6356,Salaried,Public Sector,Education Loan,Tier 3,Company Provided,Minor Delay,Married,Female,0
55,90000,2277729,24,0,753,0,14,1.0545,2.109,Self Employed,Not Applicable,Vehicle Loan,Tier 1,Rented,Clean,Single,Male,1
21,25000,2218226,48,35000,761,0,22,3.2485,7.3941,Self Employed,Government,Personal Loan,Tier 2,Parental,Clean,Single,Male,0
44,40000,989203,48,10000,660,3,10,0.7652,2.0608,Unemployed,Not Applicable,Personal Loan,Tier 1,Parental,Clean,Divorced,Male,0
56,60000,2780061,12,2000,751,3,1,3.8945,3.8612,Business Owner,NGO,Personal Loan,Metro,Company Provided,Clean,Divorced,Other,0
26,40000,1802153,120,2000,630,1,15,0.4254,3.7545,Freelancer,Public Sector,Business Loan,Tier 3,Company Provided,Clean,Widowed,Female,0
61,150000,2253911,120,20000,631,4,8,0.2586,1.2522,Salaried,Private MNC,Business Loan,Tier 2,Rented,Clean,Married,Male,1
64,40000,1906719,12,20000,719,3,8,4.4723,3.9723,Salaried,Startup,Personal Loan,Tier 1,Owned,Major Delay,Married,Female,0
51,40000,1506851,180,20000,644,1,0,0.7093,3.1393,Student,NGO,Vehicle Loan,Metro,Rented,Serious Default,Single,Male,0
40,8000,1671262,120,10000,689,2,13,2.9909,17.409,Salaried,Startup,Business Loan,Metro,Company Provided,Minor Delay,Widowed,Male,0
44,25000,1886294,120,10000,624,0,3,1.0288,6.2876,Salaried,Public Sector,Personal Loan,Metro,Parental,Clean,Divorced,Female,0
45,25000,1263945,84,5000,597,4,10,0.8019,4.2132,Salaried,Government,Education Loan,Tier 1,Parental,Minor Delay,Single,Female,0
56,60000,2779744,48,0,716,2,8,0.9652,3.8608,Salaried,Startup,Personal Loan,Tier 3,Owned,Clean,Single,Male,0
41,15000,1203535,180,0,717,4,8,0.4458,6.6863,Student,Not Applicable,Personal Loan,Tier 3,Owned,Clean,Single,Female,0
50,15000,2116261,24,5000,701,4,8,5.0,11.757,Business Owner,Startup,Education Loan,Tier 2,Rented,Clean,Married,Male,0
44,15000,1420687,120,2000,676,3,4,0.9226,7.8927,Salaried,NGO,Business Loan,Tier 1,Parental,Clean,Divorced,Male,0
64,15000,1982811,36,5000,643,1,3,4.0052,11.0156,Student,Private MNC,Education Loan,Metro,Rented,Minor Delay,Divorced,Male,0
62,25000,1228321,36,0,613,4,12,1.3648,4.0944,Self Employed,NGO,Business Loan,Tier 1,Owned,Major Delay,Single,Female,0
50,90000,104583,120,5000,610,2,7,0.0652,0.0968,Freelancer,Private MNC,Vehicle Loan,Tier 2,Company Provided,Clean,Single,Male,1
42,60000,1746941,36,0,651,4,4,0.8088,2.4263,Salaried,Not Applicable,Business Loan,Tier 1,Rented,Clean,Widowed,Female,0
48,60000,494846,60,2000,781,1,5,0.1708,0.6873,Salaried,Government,Home Loan,Tier 1,Rented,Clean,Divorced,Female,1
27,60000,1209935,180,2000,718,0,11,0.1454,1.6805,Salaried,Startup,Business Loan,Tier 1,Parental,Clean,Single,Male,1
55,25000,721844,48,0,728,4,4,0.6015,2.4061,Freelancer,Private Indian,Home Loan,Tier 2,Parental,Clean,Widowed,Female,0
48,90000,2871135,120,20000,599,2,15,0.4881,2.6585,Salaried,Public Sector,Business Loan,Tier 2,Parental,Clean,Single,Male,1
34,15000,678420,120,5000,714,0,7,0.7102,3.769,Freelancer,NGO,Education Loan,Tier 2,Rented,Clean,Married,Female,0
30,25000,2005163,24,20000,726,0,6,4.1419,6.6839,Salaried,Startup,Business Loan,Tier 3,Parental,Minor Delay,Single,Male,0
36,40000,1159240,180,0,826,3,11,0.161,2.4151,Salaried,Public Sector,Personal Loan,Tier 2,Parental,Clean,Married,Female,1
36,15000,2565048,240,0,698,3,6,0.7125,14.2503,Student,NGO,Business Loan,Tier 1,Owned,Minor Delay,Divorced,Male,0
51,60000,2033157,84,0,668,4,9,0.4034,2.8238,Self Employed,Startup,Education Loan,Tier 2,Parental,Minor Delay,Single,Male,1
62,25000,956906,60,0,638,2,7,0.6379,3.1897,Salaried,Private MNC,Education Loan,Tier 1,Company Provided,Serious Default,Divorced,Female,0
45,60000,2054254,12,0,704,3,0,2.8531,2.8531,Student,Government,Business Loan,Tier 1,Owned,Clean,Divorced,Female,0
33,40000,2543760,12,0,684,1,2,5.0,5.2995,Self Employed,Private Indian,Business Loan,Tier 3,Rented,Clean,Divorced,Other,0
26,15000,2602625,240,20000,789,1,9,2.0563,14.459,Salaried,NGO,Business Loan,Metro,Rented,Minor Delay,Married,Male,0
64,60000,2971984,48,20000,772,0,5,1.3653,4.1278,Salaried,Private MNC,Vehicle Loan,Metro,Parental,Minor Delay,Divorced,Female,0
29,25000,2576919,12,20000,620,0,18,5.0,8.5897,Self Employed,Government,Home Loan,Tier 2,Company Provided,Serious Default,Divorced,Male,0
56,40000,1913096,36,35000,698,0,4,2.2035,3.9856,Salaried,Private MNC,Business Loan,Metro,Owned,Minor Delay,Married,Female,0
63,8000,992969,84,2000,895,1,1,1.7276,10.3434,Student,NGO,Business Loan,Metro,Parental,Clean,Single,Other,0
40,40000,2588523,180,5000,582,3,8,0.4845,5.3928,Salaried,Not Applicable,Home Loan,Tier 3,Owned,Clean,Divorced,Female,1
38,40000,58981,24,0,685,3,9,0.0614,0.1229,Salaried,Public Sector,Personal Loan,Metro,Parental,Minor Delay,Widowed,Female,1
63,25000,2463387,180,0,760,4,12,0.5474,8.2113,Salaried,Startup,Vehicle Loan,Metro,Owned,Clean,Married,Other,0
41,150000,157154,12,10000,680,2,0,0.154,0.0873,Salaried,Private MNC,Vehicle Loan,Metro,Owned,Minor Delay,Married,Other,1
24,90000,1778177,24,20000,674,1,15,1.0455,1.6465,Self Employed,Not Applicable,Personal Loan,Tier 1,Rented,Clean,Single,Male,0
53,60000,1098378,180,10000,662,0,1,0.2684,1.5255,Retired,Not Applicable,Home Loan,Tier 1,Owned,Minor Delay,Widowed,Male,1
47,60000,2981524,120,10000,614,2,13,0.5808,4.141,Salaried,NGO,Home Loan,Tier 2,Company Provided,Minor Delay,Married,Male,0
27,25000,756465,60,0,686,0,17,0.5043,2.5216,Salaried,Government,Education Loan,Metro,Rented,Serious Default,Single,Female,0
26,40000,1102233,24,2000,782,2,11,1.1982,2.2963,Retired,Startup,Home Loan,Tier 2,Parental,Serious Default,Divorced,Male,0
35,15000,2954814,240,2000,598,2,2,0.9541,16.4156,Salaried,NGO,Vehicle Loan,Tier 1,Parental,Minor Delay,Divorced,Female,0
38,15000,986184,60,35000,721,3,7,3.4291,5.4788,Self Employed,Not Applicable,Education Loan,Metro,Owned,Clean,Married,Male,0
52,150000,2756171,180,20000,786,4,11,0.2354,1.5312,Salaried,Public Sector,Business Loan,Tier 2,Rented,Clean,Single,Male,1
31,40000,2320564,48,5000,698,4,8,1.3336,4.8345,Salaried,Public Sector,Business Loan,Tier 1,Rented,Clean,Divorced,Male,0
40,25000,1789886,240,0,666,0,2,0.2983,5.9663,Salaried,Private Indian,Business Loan,Tier 2,Parental,Minor Delay,Divorced,Male,0
44,25000,713227,120,0,753,1,8,0.2377,2.3774,Salaried,Startup,Education Loan,Tier 3,Company Provided,Clean,Single,Male,1
35,40000,2096771,24,2000,627,4,5,2.2341,4.3683,Salaried,Public Sector,Vehicle Loan,Tier 1,Company Provided,Clean,Divorced,Male,0
27,8000,1055591,36,20000,733,1,11,5.0,10.9957,Salaried,Private MNC,Home Loan,Tier 3,Rented,Major Delay,Divorced,Female,0
41,15000,772300,24,0,686,0,2,2.1453,4.2906,Salaried,Public Sector,Education Loan,Metro,Rented,Minor Delay,Widowed,Male,0
62,8000,1618473,60,0,705,1,0,3.3718,16.8591,Self Employed,Public Sector,Vehicle Loan,Metro,Parental,Minor Delay,Single,Male,0
46,40000,2185021,24,2000,834,2,2,2.3261,4.5521,Unemployed,Public Sector,Home Loan,Tier 2,Rented,Clean,Divorced,Male,0
64,40000,548185,60,20000,792,2,0,0.7284,1.1421,Freelancer,Not Applicable,Personal Loan,Metro,Parental,Serious Default,Widowed,Female,0
34,8000,961604,240,5000,818,0,4,1.1258,10.0167,Salaried,Private Indian,Vehicle Loan,Tier 1,Company Provided,Clean,Divorced,Male,0
57,60000,298577,24,5000,634,1,11,0.2907,0.4147,Salaried,NGO,Personal Loan,Metro,Rented,Clean,Single,Male,1
41,25000,926143,240,2000,618,1,6,0.2344,3.0871,Freelancer,Government,Business Loan,Tier 1,Company Provided,Clean,Single,Male,0
38,40000,378396,120,0,737,0,7,0.0788,0.7883,Self Employed,NGO,Business Loan,Tier 2,Company Provided,Clean,Divorced,Female,1
25,150000,2265880,120,0,725,4,2,0.1259,1.2588,Freelancer,Public Sector,Vehicle Loan,Metro,Owned,Clean,Married,Female,1
23,40000,573846,60,10000,541,3,8,0.4891,1.1955,Salaried,Government,Personal Loan,Tier 1,Parental,Minor Delay,Widowed,Female,0
43,90000,2017791,180,20000,727,4,3,0.3468,1.8683,Salaried,Startup,Education Loan,Tier 2,Parental,Major Delay,Divorced,Male,1
46,90000,1124377,120,2000,863,3,2,0.1263,1.0411,Unemployed,Government,Home Loan,Metro,Parental,Clean,Married,Female,1
57,40000,792647,84,2000,851,1,6,0.2859,1.6513,Retired,Startup,Business Loan,Metro,Owned,Clean,Widowed,Male,1
44,60000,1858501,24,10000,644,3,4,1.4573,2.5813,Salaried,Private Indian,Business Loan,Tier 1,Parental,Serious Default,Widowed,Male,0
39,60000,2130776,84,5000,756,3,0,0.5061,2.9594,Student,Startup,Business Loan,Metro,Owned,Clean,Married,Male,1
45,25000,1713573,24,0,628,1,7,2.856,5.7119,Salaried,Startup,Business Loan,Tier 1,Rented,Minor Delay,Widowed,Female,0
41,25000,2462566,12,2000,692,2,3,5.0,8.2086,Retired,Private MNC,Vehicle Loan,Tier 3,Owned,Major Delay,Widowed,Female,0
32,90000,2989119,240,5000,634,3,2,0.1939,2.7677,Salaried,Private Indian,Vehicle Loan,Tier 1,Company Provided,Major Delay,Divorced,Male,1
61,60000,2402712,60,5000,606,0,14,0.7508,3.3371,Self Employed,Public Sector,Personal Loan,Tier 2,Parental,Clean,Married,Male,0
53,15000,818026,48,35000,770,4,12,3.4695,4.5446,Business Owner,Private Indian,Education Loan,Tier 3,Owned,Clean,Divorced,Male,0
24,25000,782119,180,20000,722,1,9,0.9738,2.6071,Salaried,Private MNC,Personal Loan,Metro,Owned,Major Delay,Divorced,Male,0
62,60000,2163372,60,0,735,1,8,0.6009,3.0047,Salaried,Not Applicable,Education Loan,Tier 1,Owned,Minor Delay,Widowed,Male,1
27,40000,1374112,120,10000,750,3,11,0.5363,2.8627,Salaried,Startup,Vehicle Loan,Tier 3,Owned,Minor Delay,Married,Female,1
42,40000,445462,36,2000,715,2,6,0.3593,0.928,Salaried,NGO,Business Loan,Tier 2,Rented,Major Delay,Single,Male,1
53,60000,1380730,180,5000,616,2,8,0.2112,1.9177,Self Employed,Private Indian,Personal Loan,Tier 2,Rented,Minor Delay,Married,Female,1
37,40000,2274103,180,5000,716,4,5,0.4408,4.7377,Self Employed,Private MNC,Education Loan,Tier 1,Rented,Minor Delay,Widowed,Female,1
44,40000,1429078,36,5000,682,4,8,1.1174,2.9772,Salaried,NGO,Home Loan,Tier 2,Parental,Clean,Single,Male,0
54,60000,2630571,240,20000,684,2,9,0.516,3.6536,Business Owner,Public Sector,Education Loan,Metro,Owned,Minor Delay,Divorced,Male,0
48,60000,198306,180,10000,624,2,9,0.185,0.2754,Salaried,Startup,Personal Loan,Tier 2,Rented,Clean,Single,Female,1
63,40000,932622,12,20000,579,2,6,2.443,1.943,Salaried,Private Indian,Vehicle Loan,Tier 2,Parental,Clean,Single,Female,0
61,25000,492667,180,0,654,3,11,0.1095,1.6422,Freelancer,Private Indian,Business Loan,Tier 1,Company Provided,Clean,Married,Female,1
59,25000,2272375,48,2000,743,0,6,1.9736,7.5746,Self Employed,NGO,Home Loan,Tier 1,Company Provided,Serious Default,Divorced,Male,0
42,150000,572886,84,5000,694,4,6,0.0788,0.3183,Salaried,Not Applicable,Personal Loan,Metro,Parental,Major Delay,Married,Female,1
37,15000,649493,240,35000,842,1,0,2.5137,3.6083,Salaried,Not Applicable,Vehicle Loan,Tier 1,Owned,Serious Default,Single,Male,0
54,25000,1513576,60,2000,694,2,3,1.0891,5.0453,Business Owner,Startup,Education Loan,Metro,Owned,Clean,Widowed,Male,0
26,40000,997176,120,0,715,2,12,0.2077,2.0774,Salaried,Not Applicable,Vehicle Loan,Tier 2,Company Provided,Minor Delay,Widowed,Female,1
26,60000,1099658,12,2000,701,0,11,1.5606,1.5273,Student,Private Indian,Vehicle Loan,Tier 1,Owned,Clean,Single,Male,1
54,15000,1502940,240,5000,614,2,7,0.7508,8.3497,Retired,Startup,Business Loan,Metro,Owned,Minor Delay,Widowed,Male,0
21,25000,1257142,84,10000,698,4,5,0.9986,4.1905,Salaried,Not Applicable,Personal Loan,Tier 1,Owned,Clean,Widowed,Male,0
30,8000,2122551,48,10000,614,2,8,5.0,22.1099,Retired,Private MNC,Vehicle Loan,Tier 3,Owned,Serious Default,Married,Female,0
41,60000,911525,84,35000,694,0,0,0.7642,1.266,Salaried,Startup,Education Loan,Metro,Rented,Clean,Divorced,Female,0
25,25000,2183871,60,10000,559,3,8,1.8559,7.2796,Self Employed,Public Sector,Education Loan,Metro,Rented,Minor Delay,Widowed,Male,0
22,25000,98737,36,0,694,4,1,0.1097,0.3291,Salaried,Startup,Business Loan,Tier 1,Owned,Clean,Divorced,Female,1
42,25000,2254423,120,5000,711,3,7,0.9515,7.5147,Salaried,NGO,Vehicle Loan,Tier 2,Parental,Clean,Divorced,Male,0
22,90000,231676,36,5000,717,1,9,0.1271,0.2145,Retired,Private Indian,Education Loan,Tier 2,Rented,Clean,Married,Female,1
30,25000,642127,24,35000,585,0,6,2.4702,2.1404,Business Owner,NGO,Education Loan,Tier 1,Owned,Clean,Single,Male,0
54,15000,2981515,48,0,738,1,11,4.141,16.564,Self Employed,Startup,Business Loan,Tier 3,Rented,Clean,Widowed,Female,0
36,40000,2329227,120,0,752,1,4,0.4853,4.8526,Salaried,Startup,Vehicle Loan,Metro,Parental,Clean,Widowed,Male,1
59,150000,1540689,60,0,623,1,4,0.1712,0.8559,Student,Startup,Business Loan,Tier 2,Parental,Clean,Married,Male,1
42,40000,137745,240,5000,778,1,11,0.1393,0.287,Salaried,Public Sector,Vehicle Loan,Metro,Rented,Clean,Married,Male,1
32,150000,176298,120,0,715,0,6,0.0098,0.0979,Salaried,NGO,Education Loan,Metro,Owned,Minor Delay,Single,Male,1
44,60000,2765149,240,5000,695,3,14,0.2754,3.8405,Salaried,Public Sector,Personal Loan,Metro,Owned,Minor Delay,Divorced,Female,1
60,8000,2451583,240,10000,745,2,8,2.5269,25.5373,Retired,Private Indian,Education Loan,Tier 3,Company Provided,Serious Default,Single,Male,0
58,40000,2573380,24,2000,829,1,10,2.7306,5.3612,Salaried,NGO,Personal Loan,Tier 1,Owned,Clean,Widowed,Male,1
30,25000,747143,12,5000,688,2,12,2.6905,2.4905,Salaried,Private Indian,Vehicle Loan,Tier 1,Parental,Clean,Married,Male,0
55,40000,421467,48,20000,660,2,7,0.7195,0.8781,Self Employed,Startup,Vehicle Loan,Tier 1,Parental,Clean,Married,Female,0
52,25000,1053231,48,5000,866,1,0,1.0777,3.5108,Unemployed,Government,Home Loan,Tier 2,Parental,Clean,Divorced,Male,0
27,25000,1560107,24,0,686,4,11,2.6002,5.2004,Salaried,NGO,Vehicle Loan,Tier 1,Company Provided,Clean,Widowed,Female,0
41,90000,1837702,36,2000,729,2,13,0.5894,1.7016,Business Owner,Private MNC,Vehicle Loan,Tier 3,Company Provided,Clean,Married,Male,1
40,15000,2367165,36,5000,686,4,6,4.717,13.1509,Salaried,Startup,Home Loan,Metro,Company Provided,Major Delay,Married,Male,0
46,90000,2598952,60,0,571,3,12,0.4813,2.4064,Freelancer,Not Applicable,Personal Loan,Tier 1,Parental,Clean,Married,Male,0
24,8000,849235,12,5000,675,2,2,5.0,8.8462,Business Owner,Not Applicable,Vehicle Loan,Tier 1,Rented,Clean,Married,Female,0
42,15000,63698,240,35000,788,0,8,2.351,0.3539,Business Owner,Private MNC,Business Loan,Tier 2,Owned,Minor Delay,Widowed,Female,0
35,60000,65376,180,5000,635,3,6,0.0894,0.0908,Business Owner,Public Sector,Vehicle Loan,Tier 3,Owned,Clean,Divorced,Male,1
60,40000,2624022,180,2000,805,3,0,0.4144,5.4667,Salaried,Private Indian,Vehicle Loan,Metro,Rented,Clean,Single,Female,1
41,60000,2422413,36,2000,761,4,9,1.1548,3.3645,Retired,Government,Education Loan,Tier 3,Rented,Clean,Single,Female,1
35,15000,2383743,24,20000,619,1,3,5.0,13.243,Self Employed,Not Applicable,Vehicle Loan,Tier 2,Owned,Clean,Divorced,Female,0
42,40000,1529748,12,20000,603,0,9,3.687,3.187,Salaried,Private Indian,Vehicle Loan,Tier 2,Owned,Minor Delay,Divorced,Female,0
48,60000,2142902,84,2000,601,0,3,0.4585,2.9763,Salaried,Public Sector,Business Loan,Metro,Company Provided,Major Delay,Widowed,Male,0
34,40000,687293,12,2000,667,4,0,1.4819,1.4319,Unemployed,Startup,Home Loan,Tier 3,Company Provided,Minor Delay,Single,Female,0
47,40000,1317426,60,10000,612,4,4,0.7989,2.7446,Self Employed,Public Sector,Home Loan,Tier 2,Rented,Clean,Divorced,Male,0
61,150000,378624,240,2000,797,3,13,0.0239,0.2103,Salaried,Government,Home Loan,Tier 2,Rented,Serious Default,Married,Male,1
60,40000,737055,240,0,605,4,7,0.0768,1.5355,Student,Startup,Education Loan,Metro,Parental,Major Delay,Widowed,Female,0
48,90000,889665,48,2000,628,1,8,0.2282,0.8238,Salaried,NGO,Vehicle Loan,Tier 1,Rented,Clean,Divorced,Female,1
46,60000,1471742,120,2000,821,3,8,0.2377,2.0441,Self Employed,Not Applicable,Personal Loan,Tier 2,Rented,Clean,Single,Female,1
22,60000,1514294,120,0,678,3,8,0.2103,2.1032,Business Owner,Startup,Personal Loan,Tier 1,Parental,Major Delay,Married,Female,1
45,15000,493226,48,0,733,3,17,0.685,2.7401,Student,Government,Business Loan,Tier 1,Owned,Minor Delay,Divorced,Female,0
23,25000,2239681,60,0,737,0,7,1.4931,7.4656,Salaried,Not Applicable,Education Loan,Metro,Company Provided,Clean,Single,Male,0
28,60000,1565697,240,5000,583,0,0,0.1921,2.1746,Business Owner,Private Indian,Education Loan,Metro,Parental,Clean,Widowed,Male,1
64,25000,1864360,120,5000,764,3,6,0.8215,6.2145,Self Employed,Startup,Vehicle Loan,Tier 1,Rented,Clean,Single,Female,0
53,15000,1723783,120,0,749,1,8,0.9577,9.5766,Salaried,Private Indian,Personal Loan,Tier 2,Rented,Major Delay,Single,Male,0
62,25000,1968541,120,20000,752,2,1,1.4562,6.5618,Student,Private MNC,Education Loan,Metro,Owned,Clean,Single,Male,0
55,15000,2621533,240,2000,645,3,6,0.8615,14.5641,Unemployed,Government,Business Loan,Tier 3,Company Provided,Minor Delay,Widowed,Female,0
26,90000,522803,60,0,722,4,6,0.0968,0.4841,Unemployed,Private MNC,Personal Loan,Tier 1,Company Provided,Major Delay,Divorced,Male,1
59,90000,1584851,84,0,686,2,16,0.2096,1.4675,Retired,Startup,Education Loan,Tier 2,Company Provided,Clean,Divorced,Male,1
43,40000,1821246,36,5000,707,0,4,1.3898,3.7943,Freelancer,Government,Vehicle Loan,Tier 2,Company Provided,Clean,Married,Female,0
45,8000,2357022,12,0,637,0,12,5.0,24.5523,Self Employed,Startup,Vehicle Loan,Metro,Owned,Minor Delay,Divorced,Female,0
63,60000,643695,24,0,684,2,7,0.447,0.894,Salaried,Not Applicable,Vehicle Loan,Tier 3,Parental,Clean,Widowed,Female,1
39,40000,1696673,180,5000,778,4,12,0.3606,3.5347,Freelancer,Government,Vehicle Loan,Tier 2,Owned,Major Delay,Single,Male,1
25,150000,329373,12,5000,545,0,14,0.2163,0.183,Business Owner,Private Indian,Personal Loan,Metro,Rented,Clean,Widowed,Male,1
31,40000,2713616,120,10000,670,0,9,0.8153,5.6534,Self Employed,Public Sector,Personal Loan,Tier 1,Owned,Minor Delay,Single,Male,0
32,25000,669113,60,10000,751,3,7,0.8461,2.2304,Self Employed,NGO,Education Loan,Tier 1,Rented,Clean,Divorced,Female,0
30,40000,970764,84,35000,612,1,13,1.1639,2.0224,Business Owner,Public Sector,Business Loan,Tier 3,Owned,Clean,Married,Female,0
28,150000,577433,180,0,732,4,0,0.0214,0.3208,Student,Government,Home Loan,Metro,Company Provided,Major Delay,Married,Male,1
44,40000,1195865,48,0,737,3,8,0.6228,2.4914,Freelancer,Not Applicable,Home Loan,Tier 1,Company Provided,Minor Delay,Divorced,Female,0
48,40000,1761738,84,35000,687,1,1,1.3993,3.6703,Salaried,Private MNC,Vehicle Loan,Metro,Parental,Clean,Single,Female,0
61,25000,2935847,36,5000,724,0,11,3.4621,9.7862,Self Employed,Government,Education Loan,Metro,Company Provided,Serious Default,Divorced,Male,0
56,60000,470129,120,10000,830,1,8,0.232,0.653,Business Owner,Private Indian,Home Loan,Metro,Owned,Clean,Widowed,Male,1
57,60000,2204940,24,0,646,0,7,1.5312,3.0624,Salaried,NGO,Home Loan,Metro,Rented,Clean,Divorced,Female,0
41,25000,1762091,180,0,588,3,6,0.3916,5.8736,Student,Private MNC,Home Loan,Tier 1,Parental,Minor Delay,Divorced,Male,0
28,40000,2874743,120,0,666,0,11,0.5989,5.989,Salaried,Government,Home Loan,Tier 1,Parental,Clean,Single,Male,0
29,25000,201744,180,2000,620,1,0,0.1248,0.6725,Business Owner,Not Applicable,Home Loan,Tier 2,Owned,Minor Delay,Divorced,Female,0
35,25000,1268174,24,0,730,3,17,2.1136,4.2272,Student,NGO,Education Loan,Tier 1,Owned,Minor Delay,Widowed,Male,0
60,8000,1930352,36,2000,663,1,7,5.0,20.1078,Freelancer,NGO,Home Loan,Metro,Company Provided,Clean,Divorced,Female,0
38,25000,959251,48,5000,749,1,1,0.9994,3.1975,Business Owner,Not Applicable,Home Loan,Tier 1,Company Provided,Serious Default,Widowed,Female,0
62,40000,462230,240,0,723,2,0,0.0481,0.963,Student,Government,Education Loan,Metro,Company Provided,Clean,Divorced,Male,1
40,8000,2631647,60,0,645,0,7,5.0,27.413,Unemployed,Startup,Personal Loan,Tier 3,Parental,Minor Delay,Single,Female,0
26,25000,1606321,84,2000,626,0,9,0.8449,5.3544,Student,Private Indian,Personal Loan,Metro,Parental,Clean,Married,Male,0
32,90000,744058,12,0,588,1,9,0.6889,0.6889,Business Owner,Private Indian,Personal Loan,Metro,Rented,Major Delay,Married,Male,0
22,40000,577800,48,0,784,0,0,0.3009,1.2038,Business Owner,Not Applicable,Home Loan,Tier 1,Parental,Clean,Widowed,Female,1
27,40000,2834012,48,0,741,4,1,1.476,5.9042,Freelancer,Public Sector,Education Loan,Tier 3,Company Provided,Clean,Divorced,Male,0
36,25000,128743,180,2000,667,0,14,0.1086,0.4291,Salaried,Startup,Personal Loan,Metro,Parental,Clean,Single,Female,1
23,40000,397786,180,10000,748,3,0,0.3052,0.8287,Unemployed,Not Applicable,Vehicle Loan,Tier 1,Parental,Clean,Divorced,Female,1
23,15000,2538883,84,0,611,0,8,2.015,14.1049,Student,Private MNC,Vehicle Loan,Tier 3,Parental,Clean,Single,Male,0
47,60000,654146,180,10000,630,4,6,0.2272,0.9085,Business Owner,NGO,Education Loan,Tier 2,Rented,Clean,Single,Male,1
63,15000,1723228,240,20000,622,1,5,1.812,9.5735,Salaried,Public Sector,Home Loan,Tier 2,Parental,Minor Delay,Divorced,Female,0
60,40000,1604109,60,5000,722,0,6,0.7934,3.3419,Salaried,Private Indian,Personal Loan,Tier 3,Rented,Clean,Divorced,Male,0
58,25000,2334384,12,0,651,3,5,5.0,7.7813,Salaried,Government,Home Loan,Tier 1,Parental,Clean,Married,Male,0
53,60000,2075321,12,2000,583,4,5,2.9157,2.8824,Self Employed,Startup,Personal Loan,Metro,Rented,Clean,Divorced,Female,0
48,40000,778927,24,5000,707,2,12,0.9364,1.6228,Salaried,Private Indian,Business Loan,Metro,Company Provided,Clean,Married,Male,0
21,40000,1231447,24,35000,745,1,5,2.1578,2.5655,Student,Private Indian,Business Loan,Tier 2,Rented,Minor Delay,Widowed,Male,0
28,15000,169095,60,35000,689,1,1,2.5212,0.9394,Student,Startup,Home Loan,Metro,Owned,Serious Default,Married,Male,0
57,40000,1658412,120,2000,791,1,7,0.3955,3.455,Salaried,Private Indian,Vehicle Loan,Tier 1,Rented,Serious Default,Married,Male,0
52,150000,1001399,120,5000,764,4,2,0.089,0.5563,Unemployed,Public Sector,Home Loan,Tier 1,Rented,Serious Default,Single,Male,1
63,60000,2237602,48,20000,789,0,2,1.1103,3.1078,Business Owner,Not Applicable,Personal Loan,Tier 2,Company Provided,Clean,Single,Female,1
57,8000,916603,48,10000,762,0,15,3.637,9.5479,Salaried,Startup,Home Loan,Metro,Rented,Clean,Married,Female,0
24,25000,2454710,36,2000,718,0,7,2.8075,8.1824,Student,Private Indian,Home Loan,Tier 2,Company Provided,Major Delay,Widowed,Male,0
50,90000,2895653,24,0,600,0,1,1.3406,2.6812,Salaried,Private Indian,Personal Loan,Tier 3,Company Provided,Clean,Single,Female,0
